antecedente,consecuente,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,n_antecedentes
degree_type=b.tech/b.e. + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.04038132925622808,0.3433762028959439,0.03471535210000899,0.8596881959910913,2.503633591206114,0.020849364592114505,4.679747379360651,0.6258533198012927,3
ai_dependency_score=alto + sleep_hours=medio + stress_level=alto,burnout_cat=alto,0.03570464969871391,0.3433762028959439,0.030668225559852505,0.8589420654911839,2.5014606668927377,0.018408098520578314,4.654993704469827,0.6224582230412871,3
ai_replaces_own_thinking_score=medio + daily_ai_tool_usage_hrs=alto + stress_level=alto,burnout_cat=alto,0.04586743412177354,0.3433762028959439,0.03930209551218635,0.8568627450980393,2.495405150011812,0.0235523101468719,4.587371733192723,0.6280714983802235,3
motivation_score=bajo + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.07734508498965734,0.3433762028959439,0.0661930029678928,0.8558139534883722,2.4923507985430096,0.03963454137148019,4.554003754108779,0.6489667608928745,3
daily_study_hours=medio + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.04676679557514165,0.3433762028959439,0.04002158467488084,0.8557692307692308,2.4922205544586373,0.023962979988677868,4.5525916599214575,0.6281268849827893,3
motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.09083550679017897,0.3433762028959439,0.07770482957100458,0.8554455445544553,2.491277896778677,0.0465140781612642,4.542397500514356,0.6584062423289844,2
degree_type=b.tech/b.e. + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.03903228707617591,0.3433762028959439,0.03336630991995683,0.8548387096774194,2.4895106372192837,0.01996355139339512,4.5234083800501645,0.622616787773373,3
motivation_score=bajo + social_media_hrs_per_day=medio + stress_level=alto,burnout_cat=alto,0.03768324489612375,0.3433762028959439,0.03210720388524148,0.8520286396181385,2.4813269889769725,0.01916767434001255,4.437505983654831,0.6203672871017566,3
fear_of_job_loss_to_ai=alto + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.07509668135623707,0.3433762028959439,0.06394459933447252,0.851497005988024,2.4797787348299734,0.03815818604028122,4.4216199240474765,0.6451898296535905,3
career_clarity_score=bajo + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.03768324489612375,0.3433762028959439,0.03201726773990467,0.8496420047732698,2.47437649320953,0.019077738194675738,4.367069380739677,0.6191909062270293,3
motivation_score=bajo + sleep_hours=medio + stress_level=alto,burnout_cat=alto,0.05899811134094793,0.3433762028959439,0.05009443295260365,0.8490853658536585,2.472755417214989,0.029835885502316827,4.3509617262652585,0.6329347957949111,3
career_clarity_score=medio + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.040920946128248946,0.3433762028959439,0.03471535210000899,0.8483516483516482,2.4706186427506487,0.020664072999581392,4.329910546120946,0.6206402636928661,3
ai_replaces_own_thinking_score=medio + stream=cs/it + stress_level=alto,burnout_cat=alto,0.04892526306322511,0.3433762028959439,0.04146056300026981,0.8474264705882354,2.4679242866607094,0.024660791943934397,4.303654766561527,0.6253989938616329,3
career_clarity_score=medio + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.04002158467488084,0.3433762028959439,0.033905926791977695,0.847191011235955,2.4672385683427405,0.020163467012438614,4.297023378107423,0.6194811855973685,3
resume_confidence_score=bajo + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.0579188775969062,0.3433762028959439,0.04901519920856192,0.8462732919254657,2.4645659331899563,0.029127234943341317,4.271370962979917,0.6307832979352324,3
seeks_career_counseling=si + social_media_hrs_per_day=medio + stress_level=alto,burnout_cat=alto,0.03786311718679737,0.3433762028959439,0.03201726773990467,0.8456057007125891,2.462621735522074,0.019015974330498033,4.252901824320118,0.6173016693238892,3
ai_replaces_own_thinking_score=medio + interview_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.061786131846389064,0.3433762028959439,0.0521629642953503,0.8442503639010189,2.4586746454204897,0.030947076950309068,4.215892977668099,0.6323470885339538,3
interview_anxiety_score=alto + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.07563629822825793,0.3433762028959439,0.0637647270437989,0.8430439952437575,2.455161388977302,0.03779302215707449,4.183489495185692,0.6411922050768605,3
college_tier=tier_3 + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.05144347513265581,0.3433762028959439,0.043169349761669217,0.8391608391608393,2.4438526376713914,0.02550488460684595,4.082487086342613,0.6228516797825606,3
seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.08804748628473784,0.3433762028959439,0.07365770303084809,0.8365679264555669,2.43630140761117,0.04342429151586212,4.017716858530442,0.646461023088242,2
placement_anxiety_score=alto + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.07590610666426836,0.3433762028959439,0.06349491860778847,0.8364928909952607,2.4360828850121274,0.0374305679247975,4.015873077940749,0.637927531137349,3
ai_replaces_own_thinking_score=medio + fear_of_job_loss_to_ai=alto + stress_level=alto,burnout_cat=alto,0.0670923644212609,0.3433762028959439,0.05585034625415955,0.8324396782841824,2.4242788849769052,0.03281242491587606,3.918730821117009,0.6297581684644251,3
ai_replaces_own_thinking_score=medio + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.05036424138861408,0.3433762028959439,0.041910243726953865,0.8321428571428572,2.423414465314675,0.024616361757196822,3.9118013444496964,0.6185098488078636,3
seeks_career_counseling=si + stress_level=alto + weekly_job_application_count=alto,burnout_cat=alto,0.07644572353628923,0.3433762028959439,0.06358485475312528,0.831764705882353,2.4223131913844638,0.0373352124776012,3.903008584184949,0.6357736437222038,3
ai_replaces_own_thinking_score=medio + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.061966004137062686,0.3433762028959439,0.05153341127799262,0.8316400580551524,2.4219501847866,0.030255760068773688,3.9001189327990917,0.6258937251417661,3
ai_dependency_score=alto + motivation_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.0653835776598615,0.3433762028959439,0.05432143178343376,0.8308115543328748,2.4195373684199146,0.031870267154838455,3.8810203292247856,0.6277418569556816,3
ai_replaces_own_thinking_score=medio + stress_level=alto + weekly_job_application_count=alto,burnout_cat=alto,0.06493389693317744,0.3433762028959439,0.053871751056749705,0.8296398891966759,2.4161251775740804,0.03157499608859866,3.854328304952263,0.6268157486677083,3
seeks_career_counseling=si + sleep_hours=medio + stress_level=alto,burnout_cat=alto,0.057469196870222145,0.3433762028959439,0.04766615702850976,0.8294209702660407,2.415487629226848,0.027932602423733414,3.8493817096283647,0.6217355609966873,3
daily_study_hours=medio + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.048385646191204244,0.3433762028959439,0.04011152082021765,0.8289962825278812,2.4142508290800184,0.023497041356415345,3.8398217700215476,0.6155779693104189,3
career_clarity_score=bajo + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.03633420271607159,0.3433762028959439,0.03003867254249483,0.8267326732673268,2.40765861552106,0.017562371978598675,3.789657343286268,0.6067027866804887,3
ai_dependency_score=medio + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.03993164852954403,0.3433762028959439,0.033006565338609586,0.8265765765765765,2.407204021727332,0.019294987491159356,3.786246310574035,0.6088944476705229,3
ai_replaces_own_thinking_score=medio + college_tier=tier_3 + stress_level=alto,burnout_cat=alto,0.041370626854933,0.3433762028959439,0.03417573522798813,0.826086956521739,2.4057781219395538,0.019970046467116268,3.77558683334832,0.609551602056083,3
ai_dependency_score=medio + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.04047126540156489,0.3433762028959439,0.03336630991995683,0.8244444444444443,2.4009947034514867,0.01946944047997349,3.740262135402848,0.6081172270520001,3
ai_replaces_own_thinking_score=medio + stress_level=alto,burnout_cat=alto,0.07527655364691069,0.3433762028959439,0.0620559402823995,0.8243727598566309,2.400785939456752,0.036207763124030484,3.7387354977965668,0.630966737988718,2
ai_replaces_own_thinking_score=medio + sleep_hours=medio + stress_level=alto,burnout_cat=alto,0.048565518481877866,0.3433762028959439,0.03993164852954403,0.8222222222222223,2.3945230196146907,0.02325540520156402,3.693508858710317,0.6121076175901774,3
daily_ai_tool_usage_hrs=alto + stream=cs/it + stress_level=alto,burnout_cat=alto,0.05207302815001349,0.3433762028959439,0.04280960518032197,0.8221070811744388,2.394187699208639,0.024928966500876743,3.6911182380897922,0.6143108286958047,3
daily_study_hours=bajo + fear_of_job_loss_to_ai=alto + stress_level=alto,burnout_cat=alto,0.04442845579638457,0.3433762028959439,0.0364241388614084,0.8198380566801619,2.387579715093431,0.021168464409515576,3.644630963701163,0.6081866085693536,3
daily_ai_tool_usage_hrs=alto + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.05486104865545463,0.3433762028959439,0.04496807266840543,0.8196721311475409,2.387096497179022,0.026130094094205795,3.6412774203043092,0.6148101627176705,3
daily_ai_tool_usage_hrs=medio + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.0405612015469017,0.3433762028959439,0.03318643762928321,0.8181818181818181,2.3827563217296057,0.019258686257211013,3.6114308840723073,0.6048514768987208,3
daily_ai_tool_usage_hrs=alto + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.042000179872290676,0.3433762028959439,0.03435560751866175,0.8179871520342612,2.382189403737284,0.019933745233167925,3.607568391148166,0.6056557478574923,3
daily_ai_tool_usage_hrs=alto + interview_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.055400665527475496,0.3433762028959439,0.045237881104415865,0.8165584415584415,2.378028630615063,0.026214610937683114,3.5794713187265343,0.6134702780176978,3
daily_ai_tool_usage_hrs=alto + fear_of_job_loss_to_ai=alto + stress_level=alto,burnout_cat=alto,0.06016728123032647,0.3433762028959439,0.04901519920856192,0.8146487294469357,2.372467056762828,0.028355186641120023,3.5425912924404304,0.6155327685351828,3
daily_ai_tool_usage_hrs=medio + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.03921215936684954,0.3433762028959439,0.031927331594567857,0.8142201834862385,2.3712190204776022,0.018462809203828444,3.5344194510786218,0.6018768795493168,3
ai_replaces_own_thinking_score=bajo + motivation_score=bajo + stress_level=alto,burnout_cat=alto,0.040741073837575324,0.3433762028959439,0.0330965014839464,0.8123620309050772,2.365807601265991,0.0191069862476965,3.4994185892722034,0.6018305831614476,3
daily_study_hours=bajo + stress_level=alto + weekly_job_application_count=alto,burnout_cat=alto,0.0455076895404263,0.3433762028959439,0.03696375573342926,0.8122529644268774,2.365489971572145,0.021337498096470217,3.497385698259498,0.6047765869476056,3
daily_ai_tool_usage_hrs=alto + stress_level=alto + weekly_job_application_count=alto,burnout_cat=alto,0.05881823905027431,0.3433762028959439,0.04775609317384657,0.8119266055045872,2.364539530279074,0.02755930958773745,3.491316774845957,0.6131490224342103,3
daily_ai_tool_usage_hrs=alto + sleep_hours=medio + stress_level=alto,burnout_cat=alto,0.04442845579638457,0.3433762028959439,0.03588452198938753,0.8076923076923076,2.3522081637587133,0.02062884753749471,3.4144437449410896,0.6015955182072829,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.06583325838654555,0.3433762028959439,0.052972389603381596,0.8046448087431693,2.343333061397407,0.03036681531434203,3.361179157203978,0.6136564201399064,3
daily_study_hours=bajo + interview_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.04595737026711035,0.3433762028959439,0.03678388344275564,0.8003913894324852,2.3309460081455744,0.021003216145352336,3.289556473727181,0.5984948850708234,3
daily_study_hours=bajo + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.0421800521629643,0.3433762028959439,0.03372605450130407,0.7995735607675906,2.328564280297234,0.01924242835163255,3.276133625976619,0.5956764945226918,3
daily_study_hours=bajo + stress_level=alto,burnout_cat=alto,0.051353538987319,0.3433762028959439,0.04101088227358576,0.798598949211909,2.325725960263807,0.02337729905085134,3.2602798969253577,0.6008842617541198,2
daily_ai_tool_usage_hrs=alto + stress_level=alto,burnout_cat=alto,0.06916089576400755,0.3433762028959439,0.055220793236801874,0.798439531859558,2.3252616958476753,0.031472587460474793,3.257701290148512,0.6122872114431385,2
motivation_score=bajo + placement_anxiety_score=alto + uses_ai_for_assignments=frequently,burnout_cat=alto,0.04002158467488084,0.3433762028959439,0.031927331594567857,0.797752808988764,2.323261781861201,0.018184871815028775,3.2466398856811653,0.5933161268529293,3
college_tier=tier_3 + daily_ai_tool_usage_hrs=alto + stress_level=alto,burnout_cat=alto,0.038402734058818236,0.3433762028959439,0.030578289414515694,0.7962529274004685,2.318893740116765,0.017391704412575947,3.2227397857865756,0.5914741092845668,3
ai_replaces_own_thinking_score=medio + daily_study_hours=medio + stress_level=alto,burnout_cat=alto,0.03876247864016548,0.3433762028959439,0.030848097850526127,0.7958236658932716,2.317643619975717,0.017537985120230973,3.2159642789982765,0.5914534815209231,3
ai_dependency_score=alto + motivation_score=bajo + placement_anxiety_score=alto,burnout_cat=alto,0.08184189225649789,0.3433762028959439,0.06502383307851425,0.7945054945054945,2.3138047651667346,0.036921274877659054,3.1953350554261544,0.6184244450053358,3
daily_study_hours=bajo + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.04226998830830111,0.3433762028959439,0.03354618221063045,0.7936170212765957,2.311217302141034,0.019031674128870073,3.1815792230815085,0.5923669153442895,3
ai_dependency_score=alto + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.08364061516323411,0.3433762028959439,0.06574332224120874,0.7860215053763441,2.2890972022733287,0.0370231253985765,3.068643875913428,0.6145477023248295,3
fear_of_job_loss_to_ai=alto + internship_experience=1 + stress_level=alto,burnout_cat=alto,0.04820577390053062,0.3433762028959439,0.03786311718679737,0.7854477611940298,2.287426311345316,0.021310401587172772,3.0604378717197736,0.5913331177169138,3
placement_anxiety_score=alto + stress_level=alto + uses_ai_for_assignments=sometimes,burnout_cat=alto,0.041370626854933,0.3433762028959439,0.03237701232125191,0.7826086956521738,2.2791582207848404,0.01817132356038005,3.020469466678657,0.5854624678154089,3
interview_anxiety_score=alto + stress_level=alto + uses_ai_for_assignments=sometimes,burnout_cat=alto,0.04209011601762749,0.3433762028959439,0.032916629193272776,0.782051282051282,2.2775348887187543,0.0184638849756901,3.0127444808303747,0.5855757405985121,3
motivation_score=bajo + seeks_career_counseling=no + stress_level=alto,burnout_cat=alto,0.03849267020415505,0.3433762028959439,0.03003867254249483,0.780373831775701,2.272649721192776,0.01682120560846623,2.9897338846865535,0.5824032414079334,3
fear_of_job_loss_to_ai=alto + stress_level=alto + uses_ai_for_assignments=sometimes,burnout_cat=alto,0.04487813652306862,0.3433762028959439,0.034985160536019425,0.779559118236473,2.2702770653932274,0.019575076423682343,2.978684315953854,0.5858154328787416,3
stress_level=alto + uses_ai_for_assignments=sometimes + weekly_job_application_count=alto,burnout_cat=alto,0.04604730641244716,0.3433762028959439,0.03588452198938753,0.779296875,2.2695133455015712,0.020072972759895377,2.9751449921882895,0.586378031436657,3
interview_anxiety_score=alto + social_media_hrs_per_day=alto + stress_level=alto,burnout_cat=alto,0.04020145696555446,0.3433762028959439,0.03129777857721018,0.7785234899328859,2.2672610488642633,0.017493554933493395,2.9647559323789197,0.5823505273225456,3
resume_confidence_score=bajo + stream=cs/it + stress_level=alto,burnout_cat=alto,0.05594028239949636,0.3433762028959439,0.04334922205234284,0.77491961414791,2.256765633763911,0.024140660293076977,2.917285727133735,0.5898863812897341,3
fear_of_job_loss_to_ai=alto + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.08741793326738016,0.3433762028959439,0.06772191743861858,0.7746913580246914,2.2561008931054327,0.03770467944825456,2.914330277557728,0.6100902392205102,3
fear_of_job_loss_to_ai=alto + social_media_hrs_per_day=alto + stress_level=alto,burnout_cat=alto,0.04029139311089127,0.3433762028959439,0.03120784243187337,0.7745535714285714,2.2556996230262665,0.017372736856067734,2.912549119827892,0.580049567399267,3
internship_experience=1 + interview_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.04910513535389873,0.3433762028959439,0.03795305333213418,0.7728937728937728,2.250865861918769,0.021091518411621064,2.8912628485388265,0.5844247822518505,3
ai_dependency_score=alto + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.07149923554276463,0.3433762028959439,0.055220793236801874,0.7723270440251573,2.2492154013922794,0.030669657226164642,2.8840658491587,0.5981691564641133,3
ai_replaces_own_thinking_score=bajo + seeks_career_counseling=si + stress_level=alto,burnout_cat=alto,0.04685673172047846,0.3433762028959439,0.036064394280061154,0.7696737044145873,2.2414881926102135,0.019974907661769334,2.8508416524267757,0.5810960897435595,3
placement_anxiety_score=alto + stream=cs/it + stress_level=alto,burnout_cat=alto,0.07482687292022663,0.3433762028959439,0.057559133015558955,0.7692307692307693,2.240198251198775,0.031865365517634206,2.84536978745091,0.5983863128220084,3
career_clarity_score=bajo + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.04209011601762749,0.3433762028959439,0.03237701232125191,0.7692307692307692,2.2401982511987746,0.017924268103669237,2.8453697874509087,0.5779363440052576,3
fear_of_job_loss_to_ai=alto + stream=cs/it + stress_level=alto,burnout_cat=alto,0.0786041910243727,0.3433762028959439,0.06034715352100009,0.7677345537757436,2.2358408861792807,0.03335634487534356,2.827040387531748,0.5998952635104615,3
career_clarity_score=bajo + fear_of_job_loss_to_ai=alto + stress_level=alto,burnout_cat=alto,0.04784602931918338,0.3433762028959439,0.03669394729741883,0.7669172932330827,2.2334608128493048,0.020264759426149637,2.817127903704498,0.5800158166600917,3
interview_anxiety_score=alto + stream=cs/it + stress_level=alto,burnout_cat=alto,0.07482687292022663,0.3433762028959439,0.057379260724885334,0.7668269230769231,2.2331976316637787,0.031685493226960584,2.8160360783019316,0.5968737972539222,3
internship_experience=1 + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.04919507149923554,0.3433762028959439,0.03768324489612375,0.7659963436928702,2.230778770435051,0.02079082804352178,2.8060407579368642,0.5802726073376153,3
interview_anxiety_score=alto + motivation_score=bajo + uses_ai_for_assignments=frequently,burnout_cat=alto,0.041820307581617054,0.3433762028959439,0.03201726773990467,0.7655913978494623,2.229599463773748,0.017657169318588548,2.8011932628751004,0.5755590030014573,3
internship_experience=1 + stress_level=alto + weekly_job_application_count=alto,burnout_cat=alto,0.04928500764457235,0.3433762028959439,0.03768324489612375,0.7645985401459854,2.2267080062554245,0.020759946111432927,2.7893786109536642,0.5794655030683531,3
motivation_score=bajo + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.0876877417033906,0.3433762028959439,0.06700242827592409,0.764102564102564,2.225263596190783,0.03689254448929352,2.783513922506324,0.6035379131115955,3
ai_dependency_score=alto + career_clarity_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.04155049914560662,0.3433762028959439,0.031747459303894235,0.764069264069264,2.22516661791151,0.017480006678844674,2.783121048275907,0.5744647481964666,3
internship_experience=1 + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.04604730641244716,0.3433762028959439,0.035165032826693046,0.763671875,2.224009318524096,0.01935348359720089,2.7784411910518734,0.5769275561643531,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo + placement_anxiety_score=alto,burnout_cat=alto,0.08570914650598076,0.3433762028959439,0.0653835776598615,0.7628541448058761,2.221627877448019,0.03595309637918567,2.7688605249564833,0.6014274460733123,3
interview_anxiety_score=alto + motivation_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.11790628653655905,0.3433762028959439,0.08984620919147406,0.7620137299771167,2.21918037286945,0.049359996222989255,2.7590826859083895,0.62281725036619,3
motivation_score=bajo + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.11430884072308661,0.3433762028959439,0.08696825254069611,0.7608182533438238,2.215698836807223,0.047717316855765385,2.745292256971235,0.619488090747721,3
ai_dependency_score=alto + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.07077974638007015,0.3433762028959439,0.053781814911412894,0.7598475222363406,2.2128718176390443,0.029477734357486476,2.734195387941228,0.5898478215551386,3
daily_study_hours=medio + motivation_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.06250562100908355,0.3433762028959439,0.047486284737836136,0.7597122302158273,2.212477812406963,0.02602334193608409,2.732655922079754,0.5845561088629968,3
placement_anxiety_score=alto + social_media_hrs_per_day=alto + stress_level=alto,burnout_cat=alto,0.039661840093533594,0.3433762028959439,0.03012860868783164,0.7596371882086167,2.2122592707416473,0.016509676636647964,2.7318027785178174,0.570604646741941,3
interview_anxiety_score=alto + resume_confidence_score=bajo + stress_level=alto,burnout_cat=alto,0.09155499595287346,0.3433762028959439,0.0695206403453548,0.7593320235756384,2.211370552681384,0.038082833478903594,2.7283388793956282,0.6029993572037555,3
college_tier=tier_3 + stream=cs/it + stress_level=alto,burnout_cat=alto,0.05225290044068711,0.3433762028959439,0.039661840093533594,0.7590361445783134,2.2105088767852976,0.02171943754991066,2.724988757981834,0.5778076018159525,3
stream=cs/it + stress_level=alto + weekly_job_application_count=alto,burnout_cat=alto,0.07986329705908805,0.3433762028959439,0.06061696195701052,0.7590090090090089,2.210429851013926,0.03319380626211006,2.724681924431783,0.595128206094992,3
fear_of_job_loss_to_ai=alto + motivation_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.12689990107024013,0.3433762028959439,0.09623167551038762,0.7583274273564847,2.208444909580082,0.05265726933301764,2.7169975886035864,0.626723888959486,3
internship_experience=1 + stress_level=alto,burnout_cat=alto,0.05800881374224301,0.3433762028959439,0.043978775069700514,0.7581395348837209,2.207897718274513,0.02405992887239106,2.7148868534110004,0.5807702625607551,2
career_clarity_score=bajo + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.05315226189405522,0.3433762028959439,0.04029139311089127,0.7580372250423013,2.2075997656483364,0.02204017124637982,2.7137389097097717,0.5777268271005211,3
ai_replaces_own_thinking_score=medio + motivation_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.09731090925442935,0.3433762028959439,0.0737476391761849,0.7578558225508317,2.2070714748409372,0.04033338865604719,2.7117059101778187,0.6058685303401803,3
